bible_version,bible_book,bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id,lit_type,test_type
KJV,Genesis,26,Genesis26:7,PHRASE,of his wife;,H802,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,"and he said,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,She,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,my sister:,H269,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,for,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,he feared,H3372,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,"to say,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,[She is],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,my wife;,H802,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,"lest,",H6435,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,"[said he],",,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,the men,H376,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,of the place,H4725,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,should kill me,H2026,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,for,H5921,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,Rebekah;,H7259,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,because,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,she,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,WORD,fair,H2896,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:7,PHRASE,to look upon.,H4758,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,"And it came to pass,",H1961,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,when,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,he,,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,had been,H748,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,there,H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,a,H3117,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,long,H748,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,"time,",H3117,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,that,H8259,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,Abimelech,H40,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,king,H4428,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,of the Philistines,H6430,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,looked out,H8259,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,at,H1157,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,"a window,",H2474,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,"and saw,",H7200,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,"and, behold,",H2009,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,Isaac,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,sporting,H6711,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,with,H854,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,WORD,Rebekah,H7259,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:8,PHRASE,his wife.,H802,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,And,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,Abimelech,H40,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,"Isaac,",H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,"and said,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,"Behold,",H2009,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,of a surety,H389,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,she,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,thy wife:,H802,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,and how,H349,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,"saidst thou,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,She,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,my sister?,H269,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,Isaac,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,said,H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,"unto him,",H413,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,Because,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,"I said,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,WORD,Lest,H6435,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,I die,H4191,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:9,PHRASE,for her.,H5921,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,Abimelech,H40,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,"said,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,What,H4100,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,this,H2063,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,thou hast done,H6213,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,unto us?,,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,one,H259,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,of the people,H5971,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,might,H7901,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,lightly,H4592,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,have lien,H7901,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,with,H854,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,"thy wife,",H802,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,and thou shouldest have brought,H935,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,WORD,guiltiness,H817,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:10,PHRASE,upon us.,H5921,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,And,H6680,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,Abimelech,H40,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,charged,H6680,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,all,H3605,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,[his],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,"people,",H5971,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,"saying,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,PHRASE,He that toucheth,H5060,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,this,H2088,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,man,H376,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,PHRASE,or his wife,H802,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,shall,H4191,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,WORD,surely,H4191,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:11,PHRASE,be put to death.,H4191,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,Then,H2232,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,Isaac,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,sowed,H2232,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,in,H776,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,that,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,"land,",H776,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,PHRASE,and received,H4672,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,in,H8141,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,PHRASE,the same,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,year,H8141,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,PHRASE,an hundredfold:,H3967,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,,H8180,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,WORD,and,H1288,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,PHRASE,the LORD,H3068,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:12,PHRASE,blessed him.,H1288,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,WORD,And,H1431,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,PHRASE,the man,H376,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,PHRASE,"waxed great,",H1431,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,PHRASE,and went,H3212,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,WORD,"forward,",H1980,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,PHRASE,and grew,H1432,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,WORD,until,H5704,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,PHRASE,he became,H1431,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,WORD,very,H3966,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:13,WORD,great:,H1431,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,WORD,For,H1961,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,he had,,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,WORD,possession,H4735,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,"of flocks,",H6629,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,and possession,H4735,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,"of herds,",H1241,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,WORD,and,H5657,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,great store,H7227,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,of servants:,H5657,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,WORD,and,H7065,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,PHRASE,the Philistines,H6430,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,WORD,envied,H7065,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:14,WORD,him.,H853,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,For all,H3605,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,the wells,H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,WORD,which,H834,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,his father's,H1,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,WORD,servants,H5650,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,had digged,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,in the days,H3117,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,of Abraham,H85,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,"his father,",H1,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,the Philistines,H6430,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,"had stopped them,",H5640,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,and filled them,H4390,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:15,PHRASE,with earth.,H6083,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,Abimelech,H40,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,said,H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,"Isaac,",H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,Go,H3212,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,PHRASE,from us;,H5973,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,for,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,PHRASE,thou art,H6105,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,much,H3966,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,WORD,mightier,H6105,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:16,PHRASE,than we.,H4480,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,WORD,And,H3212,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,WORD,Isaac,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,WORD,departed,H3212,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,WORD,"thence,",H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,PHRASE,and pitched his tent,H2583,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,PHRASE,in the valley,H5158,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,PHRASE,"of Gerar,",H1642,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,PHRASE,and dwelt,H3427,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:17,WORD,there.,H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,And,H7725,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,Isaac,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,digged,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,again,H7725,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,the wells,H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,"of water,",H4325,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,which,H834,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,they had digged,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,in the days,H3117,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,of Abraham,H85,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,his father;,H1,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,for,H5640,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,the Philistines,H6430,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,had stopped them,H5640,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,after,H310,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,the death,H4194,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,of Abraham:,H85,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,and he called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,their,,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,names,H8034,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,after the names,H8034,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,by which,H834,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,his father,H1,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,PHRASE,had called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:18,WORD,them.,,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,And,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,Isaac's,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,servants,H5650,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,digged,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,PHRASE,"in the valley,",H5158,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,PHRASE,and found,H4672,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,there,H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,PHRASE,a well,H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,of,H4325,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,springing,H2416,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:19,WORD,water.,H4325,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,And,H7378,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,the herdmen,H7473,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,of Gerar,H1642,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,did strive,H7378,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,with,H5973,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,Isaac's,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,"herdmen,",H7473,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,"saying,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,The water,H4325,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,ours:,,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,and he called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,the name,H8034,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,of the well,H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,Esek;,H6230,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,WORD,because,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,they strove,H6229,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:20,PHRASE,with him.,H5973,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,PHRASE,And they digged,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,WORD,another,H312,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,WORD,"well,",H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,PHRASE,and strove,H7378,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,PHRASE,for that,H5921,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,WORD,also:,H1571,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,PHRASE,and he called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,PHRASE,the name of it,H8034,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:21,WORD,Sitnah.,H7856,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,And he removed,H6275,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,"from thence,",H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,and digged,H2658,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,another,H312,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,well;,H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,and,H3808,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,for that,H5921,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,they strove,H7378,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,not:,H3808,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,and he called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,the name of it,H8034,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,Rehoboth;,H7344,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,"and he said,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,For,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,WORD,now,H6258,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,the LORD,H3068,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,hath made room,H7337,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,"for us,",,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,and we shall be fruitful,H6509,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:22,PHRASE,in the land.,H776,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:23,PHRASE,And he went up,H5927,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:23,PHRASE,from thence,H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:23,PHRASE,to Beersheba.,H884,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:23,WORD,,H884,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,And,H7200,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,the LORD,H3068,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,appeared,H7200,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,unto him,H413,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,the same,H1931,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,"night,",H3915,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,"and said,",H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,I,H595,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,[am],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,the God,H430,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,of Abraham,H85,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,thy father:,H1,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,fear,H3372,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,"not,",H408,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,for,H3588,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,I,H595,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,[am],,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,"with thee,",H854,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,"and will bless thee,",H1288,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,and multiply,H7235,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,thy seed,H2233,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,for,H5668,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,PHRASE,my servant,H5650,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,Abraham's,H85,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:24,WORD,sake.,H5668,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,And he builded,H1129,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,an altar,H4196,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,"there,",H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,and called,H7121,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,upon the name,H8034,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,"of the LORD,",H3068,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,and pitched,H5186,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,his tent,H168,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,there:,H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,and,H3738,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,there,H8033,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,Isaac's,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,servants,H5650,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,WORD,digged,H3738,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:25,PHRASE,a well.,H875,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,Then Abimelech,H40,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,WORD,went,H1980,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,to him,H413,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,"from Gerar,",H1642,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,and Ahuzzath,H276,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,"one of his friends,",H4828,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,and Phichol,H6369,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,the chief captain,H8269,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:26,PHRASE,of his army.,H6635,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:27,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:27,WORD,Isaac,H3327,Pentateuch,Old Testament
KJV,Genesis,26,Genesis26:27,WORD,said,H559,Pentateuch,Old Testament
