bible_version,bible_book,bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id,lit_type,test_type
KJV,Genesis,11,Genesis11:19,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:19,WORD,sons,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:19,PHRASE,and daughters.,H1323,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,WORD,Reu,H7466,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,WORD,two,H8147,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,PHRASE,and thirty,H7970,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:20,WORD,Serug:,H8286,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,Reu,H7466,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,after,H310,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,PHRASE,he begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,Serug,H8286,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,PHRASE,two hundred,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,and,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,seven,H7651,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,WORD,sons,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:21,PHRASE,and daughters.,H1323,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,WORD,Serug,H8286,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,WORD,thirty,H7970,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:22,WORD,Nahor:,H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,Serug,H8286,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,after,H310,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,PHRASE,he begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,Nahor,H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,PHRASE,two hundred,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,WORD,sons,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:23,PHRASE,and daughters.,H1323,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,WORD,Nahor,H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,WORD,nine,H8672,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,PHRASE,and twenty,H6242,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:24,WORD,Terah:,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,Nahor,H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,after,H310,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,PHRASE,he begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,PHRASE,an hundred,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,,H6240,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,and,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,nineteen,H8672,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,WORD,sons,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:25,PHRASE,and daughters.,H1323,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,And,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,lived,H2421,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,seventy,H7657,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,"years,",H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,PHRASE,and begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,"Abram,",H87,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,"Nahor,",H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:26,WORD,Haran.,H2039,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,PHRASE,Now these,H428,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,[are],,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,PHRASE,the generations,H8435,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,PHRASE,of Terah:,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,"Abram,",H87,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,"Nahor,",H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,Haran;,H2039,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,PHRASE,and Haran,H2039,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,begat,H3205,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:27,WORD,Lot.,H3876,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,WORD,And,H4191,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,WORD,Haran,H2039,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,WORD,died,H4191,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,WORD,,H5921,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,WORD,before,H6440,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,PHRASE,his father,H1,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,WORD,Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,PHRASE,in the land,H776,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,PHRASE,"of his nativity,",H4138,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,PHRASE,in Ur,H218,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:28,PHRASE,of the Chaldees.,H3778,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,And,H3947,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,Abram,H87,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,and Nahor,H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,took,H3947,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,them,,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,wives:,H802,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,the name,H8034,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,of Abram's,H87,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,wife,H802,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,Sarai;,H8297,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,and the name,H8034,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,of Nahor's,H5152,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,"wife,",H802,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,WORD,"Milcah,",H4435,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,the daughter,H1323,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,"of Haran,",H2039,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,the father,H1,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,"of Milcah,",H4435,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,and the father,H1,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:29,PHRASE,of Iscah.,H3252,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,But,H1961,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,Sarai,H8297,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,was,H1961,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,barren;,H6135,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,she,,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,[had],,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,no,H369,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:30,WORD,child.,H2056,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,And,H3947,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,took,H3947,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,Abram,H87,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,"his son,",H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,Lot,H3876,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,the son,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,of Haran,H2039,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,his son's,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,"son,",H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,Sarai,H8297,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,"his daughter in law,",H3618,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,his son,H1121,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,Abram's,H87,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,wife;,H802,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,and they went forth,H3318,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,with them,H854,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,from Ur,H218,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,"of the Chaldees,",H3778,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,to go,H3212,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,into the land,H776,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,of Canaan;,H3667,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,and they came,H935,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,unto,H5704,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,"Haran,",H2771,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,PHRASE,and dwelt,H3427,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:31,WORD,there.,H8033,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,And,H1961,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,PHRASE,the days,H3117,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,PHRASE,of Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,were,H1961,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,PHRASE,two hundred,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,and,H3967,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,five,H2568,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,years:,H8141,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,and,H4191,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,Terah,H8646,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,WORD,died,H4191,Pentateuch,Old Testament
KJV,Genesis,11,Genesis11:32,PHRASE,in Haran.,H2771,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,Now,H559,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,the LORD,H3068,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,had said,H559,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,"Abram,",H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,Get,H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,thee,,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,out,H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,"of thy country,",H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,"and from thy kindred,",H4138,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,and from,H1004,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,thy father's,H1,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,"house,",H1004,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,a land,H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,WORD,that,H834,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:1,PHRASE,I will shew thee:,H7200,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,PHRASE,And I will make of thee,H6213,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,WORD,a,H1471,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,WORD,great,H1419,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,WORD,"nation,",H1471,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,PHRASE,"and I will bless thee,",H1288,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,PHRASE,and make,H1431,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,PHRASE,thy name,H8034,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,WORD,great;,H1431,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,PHRASE,and thou shalt be,H1961,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:2,PHRASE,a blessing:,H1293,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,PHRASE,And I will bless,H1288,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,PHRASE,"them that bless thee,",H1288,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,WORD,and,H7043,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,WORD,curse,H779,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,PHRASE,him that curseth thee:,H7043,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,WORD,and,H1288,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,PHRASE,in thee,,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,WORD,shall,H1288,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,WORD,all,H3605,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,WORD,families,H4940,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,PHRASE,of the earth,H127,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:3,PHRASE,be blessed.,H1288,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,So,H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,Abram,H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,"departed,",H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,as,H834,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,the LORD,H3068,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,had spoken,H1696,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,unto him;,H413,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,and,H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,Lot,H3876,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,went,H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,with him:,H854,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,and Abram,H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,seventy,H7657,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,and,H7657,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,five,H2568,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,years,H8141,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,WORD,old,H1121,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,when he departed,H3318,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:4,PHRASE,out of Haran.,H2771,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,And,H3947,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,Abram,H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,took,H3947,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,Sarai,H8297,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,"his wife,",H802,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,Lot,H3876,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,his brother's,H251,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,"son,",H1121,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,all,H3605,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,their substance,H7399,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,that,H834,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,"they had gathered,",H7408,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,the souls,H5315,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,that,H834,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,they had gotten,H6213,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,in Haran;,H2771,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,and they went forth,H3318,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,to go,H3212,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,into the land,H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,of Canaan;,H3667,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,WORD,and,H935,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,into the land,H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,of Canaan,H3667,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:5,PHRASE,they came.,H935,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,WORD,And,H5674,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,WORD,Abram,H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,passed through,H5674,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,the land,H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,WORD,unto,H5704,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,the place,H4725,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,"of Sichem,",H7927,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,WORD,unto,H5704,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,the plain,H436,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,of Moreh.,H4176,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,And the Canaanite,H3669,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,WORD,then,H227,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:6,PHRASE,in the land.,H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,And,H7200,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,the LORD,H3068,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,appeared,H7200,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,"Abram,",H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,"and said,",H559,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,Unto thy seed,H2233,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,will I give,H5414,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,this,H2063,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,land:,H776,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,and,H1129,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,WORD,there,H8033,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,builded he,H1129,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,an altar,H4196,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,"unto the LORD,",H3068,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,who appeared,H7200,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:7,PHRASE,unto him.,H413,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,And he removed,H6275,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,from thence,H8033,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,unto a mountain,H2022,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,on the east,H6924,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,"of Bethel,",H1008,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,WORD,,H1008,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,and pitched,H5186,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,"his tent,",H168,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,WORD,[having],,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,WORD,Bethel,H1008,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,WORD,,H1008,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,"on the west,",H3220,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,and Hai,H5857,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,on the east:,H6924,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,WORD,and,H1129,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,WORD,there,H8033,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,he builded,H1129,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,an altar,H4196,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,"unto the LORD,",H3068,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,and called,H7121,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,upon the name,H8034,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:8,PHRASE,of the LORD.,H3068,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:9,WORD,And,H5265,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:9,WORD,Abram,H87,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:9,WORD,"journeyed,",H5265,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:9,PHRASE,going on,H5265,Pentateuch,Old Testament
KJV,Genesis,12,Genesis12:9,WORD,still,H1980,Pentateuch,Old Testament
