verse_part_type,verse_part,hebrew_id,bible_chapter,bible_verse,lit_type,testament_type,bible_book,version
PHRASE,Now it came to pass,H1961,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,after,H310,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,the death,H4194,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,"of Saul,",H7586,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,when David,H1732,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,was returned,H7725,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,from the slaughter,H5221,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,"of the Amalekites,",H6002,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,and,H3427,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,David,H1732,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,had abode,H3427,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,two,H8147,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,days,H3117,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,in Ziklag;,H6860,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,It came even to pass,H1961,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,on,H3117,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,the third,H7992,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,"day,",H3117,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,"that, behold,",H2009,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
PHRASE,a man,H376,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
WORD,came,H935,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,KJV
