bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id,bible_book,version,lit_type,test_type
5,Genesis5:7,WORD,,G2033,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:7,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:7,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:7,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:7,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:7,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:7,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G4589,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G1427,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:8,WORD,,G599,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G1800,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G1768,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:9,WORD,,G2536,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G1800,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2536,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G1176,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:10,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G1800,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:11,WORD,,G599,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G2536,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G1440,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:12,WORD,,G3121,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2536,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G3121,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G5062,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:13,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G2536,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G1176,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:14,WORD,,G599,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G3121,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:15,WORD,,G2391,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G3121,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2391,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G5144,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:16,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G3121,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G1768,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:17,WORD,,G599,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G2391,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G1417,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:18,WORD,,G1802,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2391,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G1802,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:19,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G2391,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G1417,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:20,WORD,,G599,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G1802,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:21,WORD,,G3103,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G2100,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G1802,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G2316,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G3103,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G1250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:22,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G1802,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G5145,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:23,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G2100,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G1802,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G2316,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G3756,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G2147,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G3754,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G3346,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:24,WORD,,G2316,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G3103,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2033,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:25,WORD,,G2984,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G3103,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2984,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G1417,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:26,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G3956,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G3103,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G3739,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G1767,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:27,WORD,,G599,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G2984,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G1540,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G3589,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G3638,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:28,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3686,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3575,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3004,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G575,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2041,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G575,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3077,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G5495,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G575,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G1093,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3739,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2672,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2962,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:29,WORD,,G2316,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2198,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2984,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G3575,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G4001,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G4002,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G1080,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:30,WORD,,G2364,Genesis,LXX,Pentateuch,Old Testament
5,Genesis5:31,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
