verse_part_type,verse_part,hebrew_id,bible_chapter,bible_verse,lit_type,testament_type,bible_book,version
PHRASE,Now it came about,H1961,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,after,H310,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,the death,H4194,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,"of Saul,",H7586,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,when David,H1732,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,had returned,H7725,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,from the slaughter,H5221,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,"of the Amalekites,",H6002,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,that,H3427,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,David,H1732,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,remained,H3427,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,two,H8147,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,days,H3117,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,in Ziklag.,H6860,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,On,H3117,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,the third,H7992,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,"day,",H3117,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,"behold,",H2009,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,a man,H376,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,came,H935,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,out,H4480,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,of the camp,H4264,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,from,H5973,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,"Saul,",H7586,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,with his clothes,H899,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,torn,H7167,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,and dust,H127,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,on,H5921,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,his head.,H7218,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,And it came about,H1961,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,when he came,H935,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,to,H413,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,David,H1732,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,that he fell,H5307,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,to the ground,H776,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
PHRASE,and prostrated himself.,H7812,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,Then,H559,1,2 Samuel2Sa 1:3,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
WORD,David,H1732,1,2 Samuel2Sa 1:3,Historical Books (Former Prophets),Old Testament,2 Samuel,NIV
