verse_part_type,verse_part,hebrew_id,bible_chapter,bible_verse,lit_type,testament_type,bible_book,version
PHRASE,Now it came about,H1961,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,after,H310,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,the death,H4194,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,"of Saul,",H7586,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,when David,H1732,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,had returned,H7725,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,from the slaughter,H5221,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,"of the Amalekites,",H6002,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,that,H3427,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,David,H1732,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,remained,H3427,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,two,H8147,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,days,H3117,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
PHRASE,in Ziklag.,H6860,1,2 Samuel2Sa 1:1,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
WORD,On,H3117,1,2 Samuel2Sa 1:2,Historical Books (Former Prophets),Old Testament,2 Samuel,NLT
